,Unnamed: 0.1,Unnamed: 0,drugbank_id,name,smiles,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,phys_charge,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_min,temperature_max,duration_min,duration_max,strength_min,strength_max,pH_min,pH_max,freq_weight_mean,light_lux_hr_applied,uv_Wh_m2_applied,humidity_RH_applied,Unnamed: 0,predicted_api_loss_percent,predicted_degradant_percent
3690,3690,17550,DB00317,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,446.902,3.75,-4.2,68.74,1.0,7.0,8.0,4.0,16.11,6.85,0.0,thermal,dry_heat,moderate,mid,na,na,50.0,50.0,,,,,,,,0,0,0,3690,3.0,0.75
3691,3691,17551,DB00317,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,446.902,3.75,-4.2,68.74,1.0,7.0,8.0,4.0,16.11,6.85,0.0,thermal,dry_heat,moderate,mid,short,na,50.0,50.0,0.0,0.0,,,,,,0,0,0,3691,2.0,0.5
3692,3692,17552,DB00317,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,446.902,3.75,-4.2,68.74,1.0,7.0,8.0,4.0,16.11,6.85,0.0,thermal,dry_heat,strong,high,long,na,80.0,80.0,72.0,72.0,,,,,0.0104347826086956,0,0,0,3692,12.0,4.0
3693,3693,17553,DB00317,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,446.902,3.75,-4.2,68.74,1.0,7.0,8.0,4.0,16.11,6.85,0.0,thermal,dry_heat,strong,high,medium,na,80.0,110.0,3.0,24.0,,,,,0.0121739130434782,0,0,0,3693,10.0,3.0
3694,3694,17554,DB00317,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,446.902,3.75,-4.2,68.74,1.0,7.0,8.0,4.0,16.11,6.85,0.0,thermal,dry_heat,strong,high,na,na,80.0,80.0,,,,,,,,0,0,0,3694,8.0,2.0
3695,3695,17555,DB00317,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,446.902,3.75,-4.2,68.74,1.0,7.0,8.0,4.0,16.11,6.85,0.0,thermal,wet_heat,moderate,high,medium,na,60.0,60.0,24.0,24.0,,,,,0.0078260869565217,0,0,0,3695,7.0,2.5
3696,3696,17556,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,mild,low,medium,high,25.0,25.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0078260869565217,0,0,0,3696,3.0,1.0
3697,3697,17557,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,mild,low,medium,low,25.0,25.0,6.0,6.0,0.01,0.01,2.0,2.0,0.0078260869565217,0,0,0,3697,2.0,0.5
3698,3698,17558,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,25.0,2.0,24.0,0.1,0.5,0.8,1.2,0.0078260869565217,0,0,0,3698,4.0,1.2
3699,3699,17559,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,60.0,2.0,6.0,0.1,0.1,1.2,1.2,0.0169565217391303,0,0,0,3699,7.0,2.5
3700,3700,17560,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,moderate,high,short,low,60.0,60.0,1.0,1.0,0.01,0.01,2.0,2.0,0.0104347826086956,0,0,0,3700,7.0,3.0
3701,3701,17561,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,40.0,3.0,6.0,0.01,0.05,1.5,2.0,0.0117391304347825,0,0,0,3701,8.0,3.5
3702,3702,17562,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,40.0,6.0,6.0,0.1,0.1,1.2,1.2,0.0156521739130434,0,0,0,3702,9.0,4.0
3703,3703,17563,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,40.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0104347826086956,0,0,0,3703,11.0,5.0
3704,3704,17564,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,strong,high,short,high,60.0,60.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0104347826086956,0,0,0,3704,17.0,7.0
3705,3705,17565,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,high,medium,high,110.0,110.0,3.0,3.0,1.0,1.0,,,0.0888888888888888,0,0,0,3705,25.0,12.0
3706,3706,17566,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,high,na,high,60.0,60.0,,,1.0,1.0,,,,0,0,0,3706,15.0,6.0
3707,3707,17567,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,high,na,medium,80.0,80.0,,,0.5,0.5,,,,0,0,0,3707,12.0,5.0
3708,3708,17568,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,high,short,high,60.0,60.0,0.25,1.0,1.0,1.0,,,0.0444444444444444,0,0,0,3708,16.0,7.0
3709,3709,17569,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,mid,na,medium,40.0,40.0,,,0.1,0.1,,,,0,0,0,3709,8.0,3.0
3710,3710,17570,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,na,long,high,,,70.0,336.0,1.0,2.0,,,,0,1,0,3710,20.0,9.0
3711,3711,17571,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,na,long,medium,,,48.0,168.0,0.1,0.1,,,,0,0,0,3711,12.0,5.0
3712,3712,17572,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,na,medium,high,,,8.0,8.0,2.0,2.0,,,,0,0,0,3712,22.0,10.0
3713,3713,17573,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,na,medium,medium,,,5.0,8.0,0.1,0.1,,,,0,1,0,3713,13.0,6.0
3714,3714,17574,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,na,na,high,,,,,1.0,1.0,,,,0,0,0,3714,14.0,6.0
3715,3715,17575,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,na,na,medium,,,,,0.1,0.1,,,,0,0,0,3715,7.0,3.0
3716,3716,17576,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,acid_hydrolysis,HCl,unknown,na,short,high,,,0.25,1.0,1.0,1.0,,,,0,0,0,3716,15.0,6.0
3717,3717,17577,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,mild,low,medium,high,25.0,25.0,2.0,2.0,1.0,1.0,14.0,14.0,0.0078260869565217,0,0,0,3717,4.0,2.0
3718,3718,17578,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,mild,low,medium,low,25.0,25.0,6.0,6.0,0.01,0.01,12.0,12.0,0.0078260869565217,0,0,0,3718,2.0,1.0
3719,3719,17579,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,25.0,2.0,24.0,0.1,0.5,13.0,13.5,0.0078260869565217,0,0,0,3719,3.0,1.5
3720,3720,17580,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,moderate,high,short,low,60.0,60.0,1.0,1.0,0.01,0.01,12.0,12.0,0.0104347826086956,0,0,0,3720,6.0,2.5
3721,3721,17581,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,40.0,3.0,6.0,0.01,0.05,12.0,12.5,0.0117391304347825,0,0,0,3721,7.0,3.0
3722,3722,17582,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,40.0,6.0,6.0,0.1,0.1,13.0,13.0,0.0156521739130434,0,0,0,3722,8.0,3.5
3723,3723,17583,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,40.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0104347826086956,0,0,0,3723,10.0,4.5
3724,3724,17584,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,60.0,2.0,2.0,0.1,0.1,13.0,13.0,0.0130434782608695,0,0,0,3724,16.0,7.0
3725,3725,17585,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,strong,high,short,high,60.0,60.0,0.5,0.5,1.0,1.0,14.0,14.0,0.0104347826086956,0,0,0,3725,18.0,8.0
3726,3726,17586,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,strong,high,short,medium,60.0,60.0,1.0,1.0,0.1,0.1,13.0,13.0,0.0208695652173913,0,0,0,3726,14.0,6.0
3727,3727,17587,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,high,medium,high,110.0,110.0,3.0,3.0,1.0,1.0,,,0.0888888888888888,0,0,0,3727,28.0,13.0
3728,3728,17588,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,high,na,high,60.0,60.0,,,1.0,1.0,,,,0,0,0,3728,17.0,7.0
3729,3729,17589,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,high,na,medium,60.0,80.0,,,0.1,0.5,,,,0,0,0,3729,15.0,6.0
3730,3730,17590,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,high,short,high,60.0,60.0,0.1666666666666666,0.1666666666666666,1.0,1.0,,,0.0444444444444444,0,0,0,3730,19.0,8.0
3731,3731,17591,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,mid,na,medium,40.0,40.0,,,0.1,0.1,,,,0,0,0,3731,9.0,4.0
3732,3732,17592,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,long,high,,,72.0,168.0,1.0,2.0,,,,0,1,0,3732,23.0,11.0
3733,3733,17593,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,long,low,,,72.0,72.0,0.01,0.01,,,,0,1,0,3733,10.0,4.0
3734,3734,17594,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,long,medium,,,70.0,70.0,0.5,0.5,,,,0,0,0,3734,15.0,6.0
3735,3735,17595,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,medium,high,,,8.0,8.0,2.0,2.0,,,,0,0,0,3735,24.0,11.0
3736,3736,17596,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,medium,medium,,,5.0,8.0,0.1,0.1,,,,0,1,0,3736,14.0,6.0
3737,3737,17597,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,na,high,,,,,1.0,1.0,,,,0,0,0,3737,16.0,7.0
3738,3738,17598,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,na,medium,,,,,0.1,0.1,,,,0,0,0,3738,8.0,3.0
3739,3739,17599,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,base_hydrolysis,NaOH,unknown,na,short,high,,,0.25,1.0,1.0,1.0,,,,0,0,0,3739,17.0,7.0
3740,3740,17600,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,humidity,RH,standard,low,na,na,10.0,25.0,,,,,,,,0,0,1,3740,1.0,0.5
3741,3741,17601,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,humidity,RH,standard,mid,long,na,30.0,50.0,72.0,336.0,,,,,0.0104347826086956,0,0,1,3741,2.0,1.0
3742,3742,17602,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,humidity,RH,standard,na,medium,na,,,5.0,5.0,,,,,,0,0,1,3742,1.0,0.5
3743,3743,17603,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,humidity,RH,standard,na,na,na,,,,,,,,,,0,0,1,3743,1.0,0.5
3744,3744,17604,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,mild,low,medium,medium,25.0,25.0,3.0,6.0,0.3,0.5,,,0.0091304347826086,0,0,0,3744,3.0,1.5
3745,3745,17605,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,moderate,high,short,high,60.0,60.0,0.5,1.0,3.0,3.0,,,0.024830917874396,0,0,0,3745,10.0,4.0
3746,3746,17606,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,moderate,low,medium,high,25.0,25.0,3.0,3.0,1.0,1.0,,,0.0130434782608695,0,0,0,3746,7.0,3.0
3747,3747,17607,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,moderate,low,short,high,25.0,25.0,0.5,1.0,3.0,3.0,,,0.0182608695652173,0,0,0,3747,8.0,3.5
3748,3748,17608,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,moderate,mid,medium,high,40.0,40.0,2.0,6.0,1.0,3.0,,,0.0091304347826086,0,0,0,3748,9.0,4.0
3749,3749,17609,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,moderate,mid,na,high,40.0,40.0,,,3.0,3.0,,,,0,0,0,3749,7.0,3.0
3750,3750,17610,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,moderate,na,medium,high,,,5.0,11.0,3.0,3.0,,,,0,0,0,3750,8.0,3.5
3751,3751,17611,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,moderate,na,na,high,,,,,3.0,3.0,,,,0,0,0,3751,6.0,2.5
3752,3752,17612,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,strong,high,short,high,60.0,60.0,0.25,0.5,10.0,30.0,,,0.024830917874396,0,0,0,3752,20.0,9.0
3753,3753,17613,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,strong,mid,medium,high,40.0,40.0,2.0,2.0,10.0,10.0,,,0.0078260869565217,0,0,0,3753,18.0,8.0
3754,3754,17614,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,oxidation,H2O2,strong,na,na,high,,,,,10.0,10.0,,,,0,0,0,3754,15.0,6.0
3755,3755,17615,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,photolysis,light,standard,low,long,na,25.0,25.0,240.0,240.0,,,,,,1,0,0,3755,2.0,1.0
3756,3756,17616,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,photolysis,light,standard,na,long,na,,,72.0,336.0,,,,,,0,1,0,3756,3.0,1.5
3757,3757,17617,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,photolysis,light,standard,na,medium,na,,,2.0,2.0,,,,,,0,1,0,3757,1.0,0.5
3758,3758,17618,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,photolysis,light,standard,na,na,na,,,,,,,,,,1,0,0,3758,1.0,0.5
3759,3759,17619,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,photolysis,uv_light,standard,na,na,na,,,,,,,,,0.0208695652173913,0,1,0,3759,2.0,1.0
3760,3760,17620,DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,1.0,photolysis,visible_light,standard,na,na,na,,,,,,,,,0.0313043478260869,1,0,0,3760,1.0,0.5
