name,smiles,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_mean,duration_mean,strength_mean,pH_mean,initial_api_percent,initial_degradant_percent,true_api_loss_percent,true_degradant_percent,model_predicted_api_loss_percent,model_predicted_degradant_percent,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,smb_mass_balance,amb_mass_balance,amb_deficiency,rmb_mass_balance,rmb_deficiency
Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,18.0,7.0,12.45,5.3,349.769,-2.4,-3.0,112.73,3.0,5.0,4.0,3.0,2.93,7.23,92.85,92.85,7.150000000000006,42.57028112449798,57.42971887550202
Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,1.2,3.46,1.44,434.4977,1.56,-4.1,93.06,2.0,6.0,2.0,5.0,13.73,-2.9,97.98,97.98,2.019999999999996,41.61849710982666,58.38150289017334
L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,7.0,3.5,7.17,3.03,146.1445,-4.0,-0.17,106.41,3.0,4.0,4.0,0.0,2.15,9.31,95.86,95.86,4.140000000000001,42.25941422594141,57.74058577405859
Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,10.0,4.0,13.32,5.68,157.2102,-1.6,-0.94,63.32,2.0,3.0,2.0,1.0,4.56,10.22,92.36000000000001,92.36000000000001,7.639999999999986,42.64264264264266,57.35735735735734
Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.0,2.0,5.23,2.19,392.4611,1.68,-3.9,94.83,3.0,5.0,2.0,4.0,12.42,-3.3,96.96,96.96,3.0400000000000063,41.87380497131928,58.12619502868072
Nitric Oxide,[N]=O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,16.0,8.0,5.04,2.12,30.0061,-0.35,,34.14,0.0,1.0,0.0,0.0,,-2.9,97.08,97.08,2.9200000000000017,42.06349206349201,57.93650793650799
L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,3.0,6.31,2.66,146.1445,-4.0,-0.17,106.41,3.0,4.0,4.0,0.0,2.15,9.31,96.35,96.35,3.6500000000000057,42.155309033280496,57.844690966719504
Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,15.0,7.0,15.94,6.82,426.55,4.54,-6.2,55.56,1.0,3.0,7.0,5.0,16.21,10.11,90.88,90.88,9.120000000000005,42.785445420326226,57.214554579673774
Indecainide,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,8.0,3.0,6.86,2.88,308.4174,3.26,-5.5,55.12,2.0,2.0,6.0,3.0,16.51,10.4,96.02,96.02,3.980000000000004,41.98250728862974,58.01749271137026
Ethionamide,CCC1=NC=CC(=C1)C(N)=S,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,8.0,2.0,10.62,4.48,166.243,1.33,-2.3,38.91,1.0,1.0,2.0,1.0,11.89,5.0,93.86,93.86,6.140000000000001,42.18455743879471,57.81544256120529
Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,4.0,1.2,2.87,1.19,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,98.32,98.32,1.6800000000000068,41.463414634146275,58.536585365853725
Oxaliplatin,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,1.0,4.62,1.84,397.294,-0.47,-1.2,85.82,0.0,0.0,0.0,3.0,,,97.22,97.22,2.780000000000001,39.82683982683979,60.17316017316021
Chloroquine,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,7.0,3.0,7.08,2.94,319.872,3.93,-4.3,28.16,1.0,3.0,8.0,2.0,,10.32,95.86,95.86,4.140000000000001,41.52542372881357,58.47457627118643
Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,1.0,1.6,0.6,392.518,-0.5,-6.8,46.53,1.0,2.0,5.0,5.0,11.05,-4.5,99.0,99.0,1.0,37.500000000000135,62.499999999999865
Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,8.0,3.0,6.66,2.79,382.883,4.55,-4.5,42.43,0.0,2.0,2.0,4.0,,4.33,96.13000000000001,96.13000000000001,3.8699999999999903,41.891891891891916,58.108108108108084
Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,10.0,4.0,12.99,5.53,199.313,1.0,-1.9,12.47,0.0,2.0,0.0,3.0,,8.59,92.54,92.54,7.459999999999994,42.571208622016954,57.428791377983046
Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,2.5,4.81,1.99,312.4458,3.79,-4.8,34.14,0.0,2.0,1.0,4.0,19.4,-4.8,97.17999999999999,97.17999999999999,2.8200000000000074,41.37214137214135,58.62785862785865
Nitric Oxide,[N]=O,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,1.5,5.99,2.52,30.0061,-0.35,,34.14,0.0,1.0,0.0,0.0,,-2.9,96.53,96.53,3.469999999999999,42.070116861435764,57.929883138564236
Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,7.0,3.5,5.02,2.02,392.518,-0.5,-6.8,46.53,1.0,2.0,5.0,5.0,11.05,-4.5,97.0,97.0,3.0,40.23904382470123,59.76095617529877
Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.0,3.49,1.44,242.2699,3.65,-3.5,46.53,1.0,2.0,4.0,2.0,3.96,-3.7,97.95,97.95,2.049999999999997,41.26074498567341,58.73925501432659
Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,6.0,3.0,9.53,4.03,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,94.5,94.5,5.5,42.28751311647429,57.71248688352571
Fondaparinux,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,17.0,8.0,12.69,5.4,1508.263,-10.0,-2.3,805.48,19.0,44.0,27.0,5.0,-3.0,,92.71000000000001,92.71000000000001,7.289999999999992,42.553191489361716,57.446808510638284
Nitric Oxide,[N]=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,5.0,2.0,6.4,2.7,30.0061,-0.35,,34.14,0.0,1.0,0.0,0.0,,-2.9,96.3,96.3,3.700000000000003,42.187499999999964,57.812500000000036
Montelukast,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,2.0,3.01,1.2,586.183,8.49,-7.8,70.42,2.0,4.0,12.0,5.0,4.4,3.12,98.19,98.19,1.8100000000000023,39.867109634551426,60.132890365448574
Remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,4.0,2.0,2.75,1.13,630.838,2.37,-4.5,161.48,5.0,7.0,16.0,4.0,12.32,6.74,98.38,98.38,1.6200000000000045,41.090909090909086,58.909090909090914
Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,9.0,3.5,6.98,2.94,226.2292,-1.2,-1.8,115.81,5.0,6.0,4.0,1.0,2.35,5.66,95.96,95.96,4.040000000000006,42.120343839541526,57.879656160458474
Cinnarizine,C(\C=C\C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,2.0,5.75,2.39,368.524,5.88,,6.48,0.0,2.0,6.0,4.0,,8.1,96.64,96.64,3.3599999999999994,41.56521739130435,58.43478260869565
Indecainide,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,3.0,5.8,2.42,308.4174,3.26,-5.5,55.12,2.0,2.0,6.0,3.0,16.51,10.4,96.62,96.62,3.3799999999999955,41.7241379310345,58.2758620689655
Methyclothiazide,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.5,5.04,2.09,360.237,0.53,-2.6,109.57,2.0,5.0,2.0,2.0,9.29,-3.4,97.05,97.05,2.950000000000003,41.46825396825392,58.53174603174608
Lymecycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,13.0,5.0,12.3,5.23,602.6328,-7.1,-2.7,242.98,9.0,13.0,10.0,4.0,2.51,9.77,92.93,92.93,7.069999999999993,42.52032520325205,57.47967479674795
Amodiaquine,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,16.0,6.0,12.07,5.12,355.861,3.8,-4.6,48.39,2.0,4.0,6.0,3.0,9.1,10.17,93.05000000000001,93.05000000000001,6.949999999999989,42.41922120961063,57.58077879038937
Ceftazidime,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,15.0,6.0,16.03,6.85,546.576,-4.2,-5.0,191.22,3.0,10.0,9.0,4.0,2.42,4.02,90.82,90.82,9.180000000000007,42.73237679351216,57.26762320648784
Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.5,3.95,1.57,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,97.61999999999999,97.61999999999999,2.3800000000000097,39.746835443037945,60.253164556962055
Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,6.0,2.5,6.89,2.9,392.4611,1.68,-3.9,94.83,3.0,5.0,2.0,4.0,12.42,-3.3,96.01,96.01,3.989999999999995,42.089985486211894,57.910014513788106
Acarbose,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,3.0,1.5,3.57,1.5,645.608,-8.3,-0.78,329.01,14.0,19.0,13.0,3.0,11.83,7.03,97.93,97.93,2.069999999999993,42.016806722689154,57.983193277310846
Nicotine,CN1CCC[C@H]1C1=CN=CC=C1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,4.0,2.0,6.37,2.66,162.2316,1.16,-0.24,16.13,0.0,2.0,1.0,2.0,,8.58,96.28999999999999,96.28999999999999,3.710000000000008,41.75824175824173,58.24175824175827
Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,0.5,2.11,0.86,250.277,0.39,-2.6,97.97,2.0,5.0,2.0,2.0,6.99,2.01,98.75,98.75,1.25,40.75829383886257,59.24170616113743
Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.0,2.76,1.13,344.4479,2.62,-3.8,62.13,1.0,4.0,6.0,3.0,11.54,9.27,98.36999999999999,98.36999999999999,1.6300000000000097,40.942028985507164,59.057971014492836
Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,6.0,3.0,4.81,1.99,435.5188,5.27,-4.3,112.07,2.0,6.0,10.0,3.0,4.35,-0.64,97.17999999999999,97.17999999999999,2.8200000000000074,41.37214137214135,58.62785862785865
Leucine,CC(C)C[C@H](N)C(O)=O,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,10.0,4.0,15.78,6.75,131.1729,-1.6,-0.27,63.32,2.0,3.0,3.0,0.0,2.79,9.52,90.97,90.97,9.030000000000001,42.77566539923954,57.22433460076046
Fluorouracil,FC1=CNC(=O)NC1=O,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,6.0,3.0,6.47,2.69,130.0772,-0.66,-1.4,58.2,2.0,2.0,0.0,1.0,7.18,-8.0,96.22,96.22,3.780000000000001,41.57650695517775,58.42349304482225
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.0,3.34,1.37,226.2722,1.89,-2.4,75.27,2.0,3.0,4.0,1.0,7.48,,98.03,98.03,1.9699999999999989,41.01796407185625,58.98203592814375
Fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,2.5,5.87,2.45,563.672,5.62,-5.8,110.21,1.0,5.0,15.0,3.0,3.87,-4.4,96.58,96.58,3.4200000000000017,41.737649063032336,58.262350936967664
Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,7.0,2.5,6.3,2.65,1558.67,-5.9,-3.3,772.17,16.0,35.0,37.0,2.0,13.53,-3.0,96.35000000000001,96.35000000000001,3.6499999999999915,42.06349206349208,57.93650793650792
Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.0,3.28,1.34,339.4745,3.47,-3.8,59.22,1.0,3.0,8.0,2.0,16.19,10.42,98.06,98.06,1.9399999999999977,40.85365853658535,59.14634146341465
alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,10.0,5.0,8.88,3.75,278.4296,6.06,-6.0,37.3,1.0,2.0,13.0,0.0,4.99,,94.87,94.87,5.1299999999999955,42.229729729729755,57.770270270270245
Carmustine,ClCCNC(=O)N(CCCl)N=O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,2.0,4.68,1.94,214.05,1.02,-2.2,61.77,1.0,2.0,5.0,0.0,13.36,-5.3,97.25999999999999,97.25999999999999,2.740000000000009,41.45299145299139,58.54700854700861
Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,2.0,3.32,1.37,521.042,4.43,-5.4,106.97,1.0,5.0,8.0,4.0,13.85,-3.3,98.05000000000001,98.05000000000001,1.9499999999999886,41.26506024096394,58.73493975903606
Acarbose,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,3.5,7.96,3.36,645.608,-8.3,-0.78,329.01,14.0,19.0,13.0,3.0,11.83,7.03,95.4,95.4,4.599999999999994,42.21105527638194,57.78894472361806
Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,5.0,2.0,3.35,1.38,242.2699,3.65,-3.5,46.53,1.0,2.0,4.0,2.0,3.96,-3.7,98.03,98.03,1.9699999999999989,41.19402985074633,58.80597014925367
Acarbose,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,18.0,7.0,12.71,5.41,645.608,-8.3,-0.78,329.01,14.0,19.0,13.0,3.0,11.83,7.03,92.69999999999999,92.69999999999999,7.300000000000011,42.56490952006292,57.43509047993708
Gadoteridol,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,0.8,2.25,0.94,558.68,-6.8,-1.8,153.58,1.0,11.0,8.0,1.0,1.46,8.3,98.69,98.69,1.3100000000000023,41.77777777777777,58.22222222222223
Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,0.5,2.19,0.91,421.415,1.7,-3.3,118.36,3.0,5.0,4.0,3.0,9.04,-3.1,98.72,98.72,1.2800000000000011,41.55251141552515,58.44748858447485
Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,1.5,3.29,1.35,382.883,4.55,-4.5,42.43,0.0,2.0,2.0,4.0,,4.33,98.05999999999999,98.05999999999999,1.940000000000012,41.03343465045585,58.96656534954415
Digoxin,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.8,1.97,0.82,780.9385,2.37,-3.8,203.06,6.0,13.0,7.0,8.0,7.15,-3.0,98.85,98.85,1.1500000000000057,41.62436548223352,58.37563451776648
Dihydroergotamine,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,1.0,2.16,0.9,583.6774,2.71,-3.4,118.21,3.0,6.0,4.0,8.0,9.71,8.39,98.74000000000001,98.74000000000001,1.259999999999991,41.666666666666735,58.333333333333265
Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,1.0,0.5,2.05,0.86,318.34,2.8,-4.6,56.84,1.0,4.0,10.0,1.0,,8.86,98.81,98.81,1.1899999999999977,41.95121951219518,58.04878048780482
Chloroquine,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,1.0,1.7,0.66,319.872,3.93,-4.3,28.16,1.0,3.0,8.0,2.0,,10.32,98.96,98.96,1.0400000000000063,38.82352941176464,61.17647058823536
Benzatropine,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,2.0,4.82,1.99,307.4293,4.19,-5.4,12.47,0.0,2.0,4.0,4.0,,9.54,97.17,97.17,2.8299999999999983,41.28630705394197,58.71369294605803
Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,7.0,3.0,6.13,2.57,349.769,-2.4,-3.0,112.73,3.0,5.0,4.0,3.0,2.93,7.23,96.44,96.44,3.5600000000000023,41.92495921696577,58.07504078303423
Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,2.5,0.8,2.93,1.22,611.7272,6.41,-6.6,111.01,1.0,6.0,14.0,4.0,16.96,9.36,98.28999999999999,98.28999999999999,1.710000000000008,41.6382252559726,58.3617747440274
Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,3.0,1.0,4.69,1.88,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,97.19,97.19,2.8100000000000023,40.08528784648189,59.91471215351811
Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,8.0,3.0,5.8,2.44,329.2281,3.13,-4.6,94.35,0.0,5.0,4.0,2.0,7.44,-7.3,96.64,96.64,3.3599999999999994,42.068965517241395,57.931034482758605
Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,3.0,1.5,2.1,0.87,521.042,4.43,-5.4,106.97,1.0,5.0,8.0,4.0,13.85,-3.3,98.77000000000001,98.77000000000001,1.2299999999999898,41.428571428571544,58.571428571428456
